Sample in Buffer,Sample in Window,TRIGGER,Adc3444_TCP_i/TriggerCh_0/inst/inst_TriggerDMA/iTrigOrigin[1:0],Adc3444_TCP_i/TriggerCh_0/inst/inst_TriggerDMA/<const0>_1,Adc3444_TCP_i/TriggerCh_0/inst/inst_TriggerDMA/<const0>_2,Adc3444_TCP_i/TriggerCh_0/inst/inst_TriggerDMA/<const0>_3,Adc3444_TCP_i/TriggerCh_0/inst/inst_TriggerDMA/<const0>_4,Adc3444_TCP_i/TriggerCh_0/inst/inst_TriggerDMA/<const0>_5,Adc3444_TCP_i/TriggerCh_0/inst/inst_TriggerDMA/<const0>_6,Adc3444_TCP_i/TriggerCh_0/inst/inst_TriggerDMA/<const0>_7,Adc3444_TCP_i/TriggerCh_0/inst/inst_TriggerDMA/<const0>_8,Adc3444_TCP_i/TriggerCh_0/inst/inst_TriggerDMA/<const0>_9,Adc3444_TCP_i/TriggerCh_0/inst/inst_TriggerDMA/<const0>_10,Adc3444_TCP_i/TriggerCh_0/inst/inst_TriggerDMA/<const0>_11,Adc3444_TCP_i/TriggerCh_0/inst/inst_TriggerDMA/rTrigVector[1:0],Adc3444_TCP_i/TriggerCh_0/inst/inst_TriggerDMA/<const0>_12,Adc3444_TCP_i/TriggerCh_0/inst/inst_TriggerDMA/<const0>_13,Adc3444_TCP_i/TriggerCh_0/inst/inst_TriggerDMA/<const0>_14,Adc3444_TCP_i/TriggerCh_0/inst/inst_TriggerDMA/<const0>_15,Adc3444_TCP_i/TriggerCh_0/inst/inst_TriggerDMA/<const0>_16,Adc3444_TCP_i/TriggerCh_0/inst/inst_TriggerDMA/<const0>_17,Adc3444_TCP_i/TriggerCh_0/inst/inst_TriggerDMA/<const0>_18,Adc3444_TCP_i/TriggerCh_0/inst/inst_TriggerDMA/<const0>_19,Adc3444_TCP_i/TriggerCh_0/inst/inst_TriggerDMA/<const0>_20,Adc3444_TCP_i/TriggerCh_0/inst/inst_TriggerDMA/<const0>_21,Adc3444_TCP_i/TriggerCh_0/inst/inst_TriggerDMA/<const0>_22,Adc3444_TCP_i/TriggerCh_0/inst/inst_TriggerDMA/<const0>_23,Adc3444_TCP_i/TriggerCh_0/inst/inst_TriggerDMA/<const0>_24,Adc3444_TCP_i/TriggerCh_0/inst/inst_TriggerDMA/<const0>_25,Adc3444_TCP_i/TriggerCh_0/inst/inst_TriggerDMA/rTrigToggle[31:0],Adc3444_TCP_i/TriggerCh_0/inst/inst_TriggerDMA/rCAP_cur_state[3:0],Adc3444_TCP_i/TriggerCh_0/inst/inst_TriggerDMA/rStateToFINISHIntr,Adc3444_TCP_i/TriggerCh_0/inst/inst_TriggerDMA/oTrigVectorPending[1:0],Adc3444_TCP_i/TriggerCh_0/inst/inst_TriggerDMA/<const0>_26,Adc3444_TCP_i/TriggerCh_0/inst/inst_TriggerDMA/<const0>_27,Adc3444_TCP_i/TriggerCh_0/inst/inst_TriggerDMA/<const0>_28,Adc3444_TCP_i/TriggerCh_0/inst/inst_TriggerDMA/<const0>_29,Adc3444_TCP_i/TriggerCh_0/inst/inst_TriggerDMA/<const0>_30,Adc3444_TCP_i/TriggerCh_0/inst/inst_TriggerDMA/<const0>_31,Adc3444_TCP_i/TriggerCh_0/inst/inst_TriggerDMA/<const0>_32,Adc3444_TCP_i/TriggerCh_0/inst/inst_TriggerDMA/<const0>_33,Adc3444_TCP_i/TriggerCh_0/inst/inst_TriggerDMA/<const0>_34,Adc3444_TCP_i/TriggerCh_0/inst/inst_TriggerDMA/<const0>_35,Adc3444_TCP_i/TriggerCh_0/inst/inst_TriggerDMA/<const0>_36,Adc3444_TCP_i/TriggerCh_0/inst/inst_TriggerDMA/<const0>_37,Adc3444_TCP_i/TriggerCh_0/inst/inst_TriggerDMA/<const0>_38,Adc3444_TCP_i/TriggerCh_0/inst/inst_TriggerDMA/<const0>,Adc3444_TCP_i/TriggerCh_0/inst/inst_TriggerDMA/iTrigDMAStart[0:0],Adc3444_TCP_i/TriggerCh_0/inst/inst_TriggerDMA/iTrigDMAPosition[31:0],Adc3444_TCP_i/TriggerCh_0/inst/inst_TriggerDMA/iTrigDMAStartAddr[31:0]
197,197,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000004ec,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00000000,00230e00
198,198,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000004ec,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00000000,00230e00
199,199,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000004ec,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00000000,00230e00
200,200,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000004ec,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00000000,00230e00
201,201,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000004ec,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00000000,00230e00
202,202,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000004ec,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00000000,00230e00
203,203,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000004ec,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00000000,00230e00
204,204,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000004ec,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00000000,00230e00
205,205,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000004ec,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00000000,00230e00
206,206,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000004ec,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00000000,00230e00
207,207,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000004ec,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00000000,00230e00
208,208,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000004ec,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00000000,00230e00
209,209,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000004ec,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00000000,00230e00
210,210,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000004ec,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00000000,00230e00
211,211,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000004ec,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00000000,00230e00
212,212,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000004ec,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00000000,00230e00
213,213,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000004ec,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00000000,00230e00
214,214,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000004ec,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00000000,00230e00
215,215,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000004ec,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00000000,00230e00
216,216,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000004ec,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00000000,00230e00
217,217,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000004ec,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00000000,00230e00
218,218,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000004ec,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00000000,00230e00
219,219,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000004ec,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00000000,00230e00
220,220,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000004ec,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00000000,00230e00
221,221,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000004ec,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00000000,00230e00
222,222,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000004ec,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00000000,00230e00
223,223,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000004ec,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00000000,00230e00
224,224,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000004ec,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00000000,00230e00
225,225,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000004ec,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00000000,00230e00
226,226,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000004ec,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00000000,00230e00
227,227,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000004ec,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00000000,00230e00
228,228,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000004ec,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00000000,00230e00
229,229,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000004ec,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00000000,00230e00
230,230,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000004ec,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00000000,00230e00
231,231,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000004ec,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00000000,00230e00
232,232,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000004ec,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00000000,00230e00
233,233,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000004ec,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00000000,00230e00
234,234,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000004ec,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00000000,00230e00
235,235,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000004ec,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00000000,00230e00
236,236,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000004ec,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00000000,00230e00
237,237,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000004ec,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00000000,00230e00
238,238,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000004ec,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00000000,00230e00
239,239,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000004ec,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00000000,00230e00
240,240,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000004ec,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00000000,00230e00
241,241,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000004ec,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00000000,00230e00
242,242,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000004ec,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00000000,00230e00
243,243,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000004ec,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00000000,00230e00
244,244,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000004ec,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00000000,00230e00
245,245,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000004ec,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00000000,00230e00
246,246,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000004ec,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00000000,00230e00
247,247,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000004ec,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00000000,00230e00
248,248,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000004ec,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00000000,00230e00
249,249,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000004ec,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00000000,00230e00
250,250,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000004ec,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00000000,00230e00
251,251,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000004ec,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00000000,00230e00
252,252,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000004ec,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00000000,00230e00
253,253,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000004ec,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00000000,00230e00
254,254,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000004ec,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00000000,00230e00
255,255,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000004ec,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00000000,00230e00
256,256,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000004ec,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00000000,00230e00
257,257,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000004ec,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00000000,00230e00
258,258,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000004ec,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00000000,00230e00
259,259,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000004ec,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00000000,00230e00
260,260,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000004ec,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00000000,00230e00
261,261,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000004ec,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00000000,00230e00
262,262,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000004ec,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00000000,00230e00
263,263,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000004ec,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00000000,00230e00
264,264,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000004ec,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00000000,00230e00
265,265,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000004ec,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00000000,00230e00
266,266,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000004ec,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00000000,00230e00
267,267,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000004ec,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00000000,00230e00
268,268,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000004ec,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00000000,00230e00
269,269,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000004ec,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00000000,00230e00
270,270,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000004ec,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00000000,00230e00
271,271,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000004ec,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00000000,00230e00
272,272,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000004ec,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00000000,00230e00
273,273,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000004ec,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00000000,00230e00
274,274,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000004ec,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00000000,00230e00
275,275,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000004ec,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00000000,00230e00
276,276,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000004ec,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00000000,00230e00
277,277,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000004ec,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00000000,00230e00
278,278,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000004ec,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00000000,00230e00
279,279,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000004ec,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00000000,00230e00
280,280,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000004ec,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00000000,00230e00
281,281,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000004ec,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00000000,00230e00
282,282,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000004ec,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00000000,00230e00
283,283,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000004ec,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00000000,00230e00
284,284,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000004ec,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00000000,00230e00
285,285,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000004ec,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00000000,00230e00
286,286,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000004ec,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00000000,00230e00
287,287,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000004ec,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00000000,00230e00
288,288,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000004ec,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00000000,00230e00
289,289,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000004ec,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00000000,00230e00
290,290,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000004ec,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00000000,00230e00
291,291,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000004ec,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00000000,00230e00
292,292,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000004ec,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00000000,00230e00
293,293,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000004ec,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00000000,00230e00
294,294,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000004ec,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00000000,00230e00
295,295,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000004ec,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00000000,00230e00
296,296,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000004ec,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00000000,00230e00
297,297,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000004ec,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00000000,00230e00
298,298,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000004ec,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00000000,00230e00
299,299,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000004ec,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00000000,00230e00
300,300,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000004ec,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00000000,00230e00
301,301,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000004ec,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00000000,00230e00
302,302,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000004ec,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00000000,00230e00
303,303,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000004ec,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00000000,00230e00
304,304,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000004ec,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00000000,00230e00
